1.777691177391972979e-02,-7.239165666271479838e-02,3.381778853096249066e-02,2.731142955651355564e-02
1.546969821863336363e-02,-7.996868114080409040e-02,4.690075779820722379e-02,4.727256334500384849e-02
1.813082252481868634e-02,-9.136775363871461886e-02,1.574854733514691879e-02,1.122507179455584786e-02
1.629356730953485793e-02,-8.890183356210840104e-02,1.809626106103937038e-02,1.539031638443451831e-02
1.858017218328452194e-02,-7.545105076629912699e-02,2.582585435297610199e-02,2.901814006944467353e-02
2.259454357206886616e-02,-6.408589772480720315e-02,1.698254733786148940e-02,6.073337212613348635e-02
2.221293157557819448e-02,-8.458239121668859051e-02,3.111795854858456778e-02,5.693068982487233670e-02
2.085068202931398065e-02,-8.418653642688067595e-02,3.460870900427782948e-02,-1.971243674985263816e-02
2.394747726247545283e-02,-7.872237465322702576e-02,4.141843797710177688e-02,-1.921278102694130505e-02
2.325786731224751408e-02,-8.539453925763602904e-02,5.376147825178895917e-02,-4.817058463142750990e-02
2.243422964251348684e-02,-7.283384165911596653e-02,5.846369383952868676e-02,-5.472243515586260043e-02
2.702703250671270596e-02,-6.854509979629783145e-02,4.376468460921251191e-02,-6.344897635402216296e-02
2.864535259084433419e-02,-7.775181970921610231e-02,2.878328836757698683e-02,-4.537765304156043955e-02
2.621573439352317333e-02,-1.003835706717389337e-01,5.687748676673041320e-02,-3.150604441530804184e-02
2.556754196130035794e-02,-9.089313334795388888e-02,7.196636533329624219e-02,-6.011588433198612053e-02
2.584237017190264135e-02,-8.628857532614830905e-02,1.518880717336602848e-02,-6.918231273743669085e-02
2.597846851005616853e-02,-8.632372054084738733e-02,2.951621846501441271e-02,-7.390271262635138283e-02
2.382386451047085671e-02,-8.590723203113395656e-02,4.662379378725275275e-02,-5.585254190209256592e-02
2.803322597981867600e-02,-5.921003294754613455e-02,5.228966318510667316e-02,-4.212013479220749756e-02
3.083699307159563918e-02,-8.161870800347048593e-02,2.534362882811979842e-02,-6.317936319315672899e-02
2.974399993889339025e-02,-8.841085105675738909e-02,4.564669579213355421e-02,-5.623697417162930312e-02
2.949770290791711366e-02,-7.402955519190311529e-02,5.280457492019793864e-02,-7.310162153251700823e-02
2.733088124022676688e-02,-9.230175140041535498e-02,6.956375574510907656e-02,-9.754539552751133324e-02
2.932610091978187991e-02,-8.888567948616925285e-02,7.381763498586460526e-02,-7.522509453008935365e-02
2.698196443692372007e-02,-5.756693284231482327e-02,5.247657694687223040e-02,-6.623562984024561340e-02
2.790656390597220579e-02,-3.770735061990294901e-02,4.214276710486294236e-02,-7.349852224639143172e-02
3.229399214430145326e-02,-7.350863907140148257e-02,1.292989167857582292e-02,-6.037683270165673105e-02
3.222914847826903462e-02,-8.037236562297640774e-02,1.745880788203316505e-02,-3.117144807604966400e-02
3.416132769785631962e-02,-7.874855977860044376e-02,1.545275867551522235e-02,-3.333466042314939953e-02
2.750106231579985475e-02,-9.793358876603606988e-02,1.890171667684220624e-02,-3.092516738068433121e-02
3.063064805520184300e-02,-7.235934831637592934e-02,6.228348054898517894e-02,-7.491371931650089855e-02
2.973652562776992955e-02,-8.107020521290894677e-02,4.824567870497376010e-02,-7.848067825814705745e-02
3.277610102868745018e-02,-8.650178780023759506e-02,5.501122909828159296e-02,-8.390050589766251399e-02
3.403148754860147590e-02,-9.038564796531237122e-02,6.104498747963085781e-02,-3.604427541571963295e-02
3.854534761218444266e-02,-1.102777130043436082e-01,4.175861722152079264e-02,-4.397314286586676696e-02
3.560878528314898039e-02,-9.850526067909576300e-02,5.001225659507616689e-02,-3.408249498928981464e-02
3.590105354862873493e-02,-9.492546776886789939e-02,5.399632667260767516e-02,-3.450501997435123647e-02
3.552062192545356323e-02,-7.673004496596672053e-02,5.147383685344011223e-02,-2.919831965799681364e-02
3.516010393186457667e-02,-7.024798935527648558e-02,6.340970729273752438e-02,-5.963782699734245657e-02
3.318196229793628910e-02,-6.014309551749220245e-02,5.443383161151139904e-02,-8.104376140220868885e-02
3.729474646287413153e-02,-4.852978134854686598e-02,5.378020767204012842e-02,-5.858702987997468914e-02
3.835507859079415049e-02,-5.516707069411048298e-02,3.451587860914197975e-02,-5.942699944391165168e-02
3.767610964862781048e-02,-5.653775025535076604e-02,3.493298658504331161e-02,-8.536331758709382600e-02
3.661693798294702457e-02,-5.648174680343934217e-02,3.091524979261679393e-02,-1.030520404233519483e-01
3.730207433981263393e-02,-5.176802790088683853e-02,5.619966703964011240e-02,-1.092489566405048518e-01
4.083633315514479528e-02,-3.890066350316343652e-02,5.199801957551560688e-02,-7.037150515559482955e-02
4.195835840704267156e-02,-4.763476499878073478e-02,4.879753765351888678e-02,-7.630741381932200362e-02
4.366714353782341629e-02,-3.175634691501909301e-02,7.527264520703351447e-02,-2.717780768016018686e-02
4.068774232371582394e-02,-4.840527978794537112e-02,9.827522107875814872e-02,1.526999824267768644e-03
4.062696792817006158e-02,-4.356730845894626891e-02,8.572233616073456075e-02,1.371355840892711465e-03
4.285054463186304535e-02,-3.598377528636624578e-02,8.051139554798819598e-02,-1.534165346780941297e-02
4.184503916867320789e-02,-3.378876188618876175e-02,8.424036371731402628e-02,-2.328489567690425130e-02
4.115211344820697559e-02,-3.359227600298809319e-02,9.725006606257663444e-02,4.334981920243945186e-03
4.305149146551113387e-02,-1.448797790010535221e-02,1.128349175480773126e-01,-2.730164631744079126e-02
4.373050192237198236e-02,-3.743599410658311061e-02,9.683102039802454764e-02,-1.292402385866934025e-02
